19
805 963
595 408 667
261 448 450
496 154 312
101 474 668
839 57 932
168 198 -497
614 297 -349
649 883 55
629 385 -454
614 894 -523
812 331 -339
448 804 57
11 706 813
110 795 -842
653 648 -909
135 254 977
731 634 -45
813 572 762
510 274 953
711 830 -753
453 761 -808
871 426 -570
889 568 -259
420 770 811
303 620 -67
478 98 300
279 304 909
692 50 733
193 635 -327
200 358 -146
735 399 -592
785 563 -441
472 634 -299
617 916 839
309 862 -495
918 654 926
279 891 -514
34 530 91
903 389 327
807 124 -937
347 380 376
165 626 -852
391 856 192
643 246 835
293 507 375
17 303 -251
888 317 -941
498 172 887
229 826 11
874 720 -229
213 237 -211
668 863 835
381 121 -566
371 67 -692
128 178 -894
699 729 271
837 217 392
11 44 -376
907 203 -702
834 198 237
678 903 260
111 705 -660
16 613 730
502 94 -658
721 455 815
352 444 120
530 734 -315
565 820 258
688 134 -125
308 243 523
642 546 922
880 361 426
561 299 -57
58 43 903
118 424 -507
14 544 250
241 171 719
643 150 968
396 107 -913
136 165 594
468 514 -461
829 624 17
545 646 -815
638 711 735
818 10 906
708 292 456
355 635 520
605 868 369
694 407 177
912 157 -929
23 398 -80
506 187 206
97 657 288
399 738 -47
914 901 639
356 901 -916
901 478 -165
508 337 829
808 524 203
673 30 347
489 460 -491
345 298 -515
408 416 -315
837 86 -162
404 548 202
262 587 155
245 716 -581
820 282 -784
55 762 171
593 619 -624
671 616 -206
296 862 616
427 899 -864
613 58 -19
685 146 -630
254 89 -674
83 807 337
508 196 58
415 859 -140
452 175 -662
887 801 780
388 358 623
485 905 -834
332 694 726
234 717 -479
254 590 594
801 21 -776
410 111 -121
262 243 269
600 49 611
892 522 719
884 555 141
406 750 69
11 387 -721
752 395 203
774 436 -708
431 389 983
176 153 -961
717 917 607
184 216 274
101 11 114
482 85 794
911 300 -44
551 286 -376
557 53 -536
902 235 833
254 436 362
598 414 -395
516 769 -449
787 793 565
159 320 644
572 673 11
519 706 -672
190 249 -218
724 414 634
77 238 270
473 886 380
261 656 368
431 611 308
817 492 -846
380 872 312
849 952
440 500 673
716 803 371
179 836 -700
802 70 -760
37 659 -311
38 556 553
61 185 467
378 848 -418
487 198 -563
164 382 -173
458 24 508
94 685 -113
180 745 225
420 321 -478
769 703 635
457 315 -548
421 441 739
791 621 -166
413 120 -253
226 180 -107
502 62 779
572 104 108
825 799 -578
97 77 264
622 776 -317
340 501 20
6 329 254
17 118 -753
494 520 147
759 409 -691
716 11 -322
138 299 -726
763 137 292
71 37 663
726 463 911
38 515 -412
204 778 -250
62 298 -241
279 695 -142
539 536 602
130 129 -496
339 800 -308
418 161 -115
743 503 866
748 175 -37
229 285 670
839 209 750
700 143 579
357 734 752
544 669 832
459 257 -452
138 235 800
40 60 894
708 839 -207
8 494 -733
261 597 954
252 682 290
549 349 219
526 38 -573
310 298 -976
552 832 499
500 186 -804
573 371 20
33 323 -237
777 141 -618
695 849 -574
22 263 498
186 513 -283
208 736 301
699 794 217
65 348 320
336 348 -403
339 690 -105
650 779 463
231 61 309
465 780 -432
459 142 715
639 481 -1000
226 492 -277
38 72 -707
296 572 -216
312 70 77
474 412 276
640 572 -707
845 270 -507
305 48 -157
666 60 -321
230 44 333
703 789 -688
649 304 -988
822 386 563
118 728 186
314 17 527
591 719 729
312 136 -565
647 236 -13
417 454 -234
535 338 993
727 646 -623
602 556 59
307 506 -934
131 547 646
128 763 -68
625 140 -566
384 275 -400
337 423 442
736 406 -238
337 437 523
671 840 737
244 441 -440
58 173 860
175 286 693
163 381 -454
536 312 607
678 822 -739
559 614 -487
369 287 652
832 323 100
45 193 921
597 619 -9
671 564 -278
629 4 932
98 782 831
165 682 606
323 841 -626
10 661 786
397 842 823
407 657 234
640 458 457
790 170 -238
131 581 -312
512 60 -596
655 136 -731
788 376 519
47 170 -732
790 498 -648
17 127 830
97 388 474
478 240 618
81 35 -581
80 158 966
219 556 934
654 667 117
159 482 -83
565 275 -838
333 650 579
70 244 -280
555 29 -833
66 728 -922
717 193 -645
95 534 -454
765 413 -699
138 709 -309
208 101 226
18 621 -463
325 634 -163
33 784 997
304 445 -640
587 441 749
606 645 916
300 692 -520
704 365 -891
416 425 -808
403 102 -674
34 759 677
791 160 -299
696 530 328
539 376 682
429 390 -688
347 568 15
393 361 980
424 114 121
65 563 784
26 22 755
685 552 -449
197 341 -160
806 474 -615
281 306 -275
364 47 -561
11 457 -179
775 789 701
759 636 -262
547 44 -567
318 235 724
110 71 657
331 53 806
424 113 740
402 119 -621
148 428 679
379 233 666
20 336 175
476 315 645
817 145 -652
558 544 149
267 295 139
322 340 263
136 664 -573
642 269 -799
784 679 -576
718 364 -379
596 313 423
429 353 -789
146 205 480
24 290 566
708 70 415
657 243 -997
410 679 -973
454 450 765
202 701 428
300 92 -699
734 275 -644
131 179 848
104 333 -19
53 162 -500
449 389 806
443 535 793
771 565 262
618 848 919
624 304 775
263 550 237
326 768 -324
661 570 915
202 747 26
841 566 387
790 506 465
402 587 481
526 224 -798
794 60 131
408 576 251
95 699 -360
128 260 -917
783 672 -703
403 606 -606
486 460 -442
205 724 939
409 527 467
321 328 -426
503 412 -535
309 786 -205
145 155 -493
747 337 504
537 836 -210
401 524 914
377 337 931
186 228 691
350 51 -832
460 642 -777
218 363 -243
686 307 -504
192 97 686
91 540 -672
427 630 -500
475 722 202
51 327 -457
488 24 139
316 596 425
416 353 832
287 650 -863
223 825 656
271 584 30
238 603 -399
536 828 -677
478 728 166
589 485 117
553 392 -134
246 316 648
210 218 275
139 512 687
697 288 348
399 660 -571
347 827 732
450 422 935
580 750 791
520 458 -845
712 219 315
470 329 -566
512 431 850
269 797 170
608 122 83
825 160 759
842 669 326
199 16 406
287 582 538
346 39 863
618 155 542
536 186 -112
228 345 859
233 100 -40
650 718 987
244 774 -142
756 244 644
617 78 748
481 259 -352
35 793 -230
146 740 140
117 522 128
6 838 696
647 518 -526
814 356 286
701 218 150
716 745 692
177 13 640
347 783 -396
487 57 322
216 713 -112
244 164 -720
333 157 -377
550 639 733
284 403 -615
206 647 -198
203 258 -753
643 616 162
221 721 -532
694 611 471
486 472 337
515 714 -332
638 630 74
48 709 -394
512 378 -983
272 305 782
321 205 177
720 55 -988
692 726 -974
733 169 -908
558 427 663
564 293 -339
371 587 -37
738 574 774
281 563 522
344 557 838
388 585 836
776 515 253
58 94 -22
73 331 189
375 10 -603
98 830 565
98 780 -496
672 632 -399
656 239 832
617 835 -12
157 385 685
773 733 -697
292 804 266
185 123 -469
812 845 127
146 692 -311
814 182 248
157 173 -72
604 543 460
461 343 288
505 401 18
39 129 755
787 148 -542
480 150 -359
540 343 -705
325 828 -61
158 765 -977
601 149 -918
578 162 14
370 681 -406
3 214 559
349 81 -398
343 128 -495
470 372 841
452 750 946
129 831 -829
70 111 173
1 531 596
217 624 547
517 741 -22
466 121 -629
586 539 119
365 103 -199
185 2 -251
11 462 -731
99 429 -975
2 349 -204
635 630 451
20 464 583
39 642 60
85 813 723
238 193 -724
89 63 755
739 206 -971
496 531 -772
291 557 -65
816 776 436
128 322 -311
16 294 801
398 339 -719
201 656 726
848 837 -777
422 371 -662
46 266 -290
99 504 600
774 483 447
792 832 786
729 681 -644
452 140 471
456 399 -209
637 738 -700
32 613 -418
744 622 212
616 819 716
797 600 -397
468 107 82
755 301 -767
133 437 641
547 92 971
99 712 358
22 211 4
636 532 569
3 781 531
98 521 -144
374 501 854
198 844 464
606 516 -773
384 202 -924
621 173 -805
48 320 612
794 358 990
662 751 -766
173 718 -19
176 109 -755
122 231 821
6 627 825
19 55 -637
382 493 748
817 492 568
539 714 94
185 724 549
148 331 420
329 27 -193
569 707 784
299 738 -484
729 302 -665
294 193 160
645 763 597
726 729 -514
201 184 411
810 343 -536
193 264 -684
697 405 216
1 264 134
382 345 -401
331 665 125
589 467 427
552 632 165
465 655 234
108 117 -273
710 354 641
772 234 -505
821 235 -189
797 462 109
93 752 218
810 256 764
538 648 -915
760 605 -245
846 246 -451
369 51 875
374 171 298
414 685 -72
814 378 700
678 774 921
511 810 251
468 534 480
524 719 922
595 677 954
105 721 -38
23 173 -586
259 282 -555
392 808 -71
621 155 -65
469 556 -970
825 105 456
174 227 765
737 668 -388
557 564 -134
139 423 -390
456 655 -128
670 617 783
501 418 -395
47 166 -519
337 766 -174
420 423 746
259 378 -925
677 180 578
250 346 940
761 799 629
822 605 819
752 144 -499
272 248 -569
151 356 299
405 818 -14
172 13 -656
446 547 347
716 722 -621
667 795 -412
502 791 -752
696 453 679
74 745 687
108 210 965
44 176 596
388 549 -922
357 552 666
622 103 -666
138 106 -430
646 269 950
618 168 522
176 234 -755
739 450 -214
656 838 -192
434 639 -94
803 391 127
104 531 -891
238 339 -699
457 319 -221
614 735 -192
3 610 -727
248 187 -38
317 783 602
568 329 -261
691 444 698
442 613 220
79 416 505
308 568 -670
561 85 -497
707 660 -230
633 184 -554
742 46 -421
336 62 218
435 34 934
702 428 335
771 42 408
283 208 -697
83 19 -440
655 688 -985
368 214 -885
260 538 445
410 175 -886
607 409 306
836 46 551
381 61 -839
606 615 -894
59 426 -137
147 816 -574
5 332 749
254 327 922
10 179 -290
216 611 -984
174 634 -714
418 633 -501
402 588 158
415 289 949
418 475 352
608 433 -813
772 65 -860
633 258 455
751 844 -260
385 109 -759
513 603 -84
760 134 959
116 772 -393
817 707 -312
149 801 471
341 118 367
218 304 -404
289 143 -158
386 227 -804
686 364 966
839 701 925
215 497 401
407 530 843
644 196 -189
343 543 -206
365 340 219
767 257 839
29 659 800
846 229 -190
518 770 -990
587 155 275
492 255 -645
591 661 -529
369 589 624
708 404 835
184 322 850
800 428 802
725 715 -845
789 533 -194
120 796 -497
25 122 634
659 641 -507
411 251 -480
136 129 665
762 768 90
270 548 843
598 440 -819
631 280 167
346 8 -564
726 759 196
336 526 -354
227 632 977
631 451 -963
461 741 126
652 11 964
844 261 251
384 589 -628
541 222 491
295 684 -437
410 771 342
92 513 837
595 829 -453
281 482 853
16 656 578
824 252 39
663 221 28
340 645 -945
781 260 -932
532 624 814
385 442 -604
163 140 894
456 116 410
579 709 173
753 218 -971
703 614 -134
777 584 869
192 463 910
347 718 209
564 544 -947
375 661 267
55 499 908
272 609 25
277 617 -734
597 215 315
347 234 320
529 745 571
77 469 -260
673 620 229
138 368 -396
258 700 473
601 90 -985
145 497 -476
411 555 851
738 9 870
815 761 286
533 646 344
104 846 -288
827 171 298
469 43 -407
2 598 -114
22 106 -63
776 319 698
315 760 284
156 356 -202
455 302 -83
282 623 -795
276 538 25
316 817 -281
386 293 -538
290 268 19
713 657 -287
759 605 -200
432 34 -836
817 353 -251
786 294 399
767 378 -99
137 639 146
829 24 -556
210 393 -966
271 276 906
12 11 -823
431 74 437
624 343 316
576 94 -983
502 551 -851
762 602 628
360 832 -759
1 429 -324
736 348 931
515 342 24
579 656 698
240 645 -462
288 498 422
568 507 140
97 496 791
429 60 601
803 542 -761
221 622 558
406 303 -466
10 793 -586
237 729 150
123 182 -680
239 481 210
482 721 -630
305 430 -586
156 581 -296
129 502 -5
787 772 -230
75 310 443
265 588 861
733 564 -288
569 88 -21
106 225 265
392 207 247
713 731 859
429 377 918
7 278 -768
275 536 121
481 173 195
153 84 -739
624 276 -631
228 700 478
652 704 -68
169 366 -983
108 433 836
215 265 -1
288 326 -970
183 453 917
52 796 478
470 615 332
392 81 761
91 443 688
337 322 -162
606 796 948
388 171 -850
785 649 -60
144 570 -403
648 556 664
159 581 -331
81 798 469
313 346 -592
817 684 -791
679 796 982
389 793 832
293 476 -975
2 460 691
468 49 212
477 685 -978
250 604 -713
309 804 -143
227 786 388
690 200 -390
384 47 -581
161 822 -788
402 814 401
510 388 -549
531 542 435
650 697 -68
649 808 691
464 524 -753
585 636 -92
26 792 92
350 692 -291
93 777 -733
188 438 -627
551 545 -111
293 695 -898
287 288 677
603 595 -186
359 703 -455
564 567 -32
686 189 919
154 132 -938
765 384 -223
323 309 -986
827 664 -413
83 776 354
538 74 -173
324 508 -941
712 770 -24
98 622 705
416 530 -363
142 402 -148
659 160 814
436 594 733
821 513 -454
802 331 -506
189 789 -455
51 110 377
843 307 743
214 556 644
59 723 202
818 521 -419
652 190 683
569 313 -313
176 100 -406
202 740 -839
65 33 749
86 112 -734
86 104 980
205 247 -574
412 562 599
86 705 -85
665 355 179
415 486 57
686 486 365
680 203 -662
248 25 -212
772 351 777
484 94 760
117 339 -411
585 122 -781
30 264 971
198 545 760
267 657 -345
7 822 -618
578 486 -194
205 522 -930
646 829 -706
313 630 530
828 763 -323
94 451 434
14 230 -643
719 621 -206
497 103 -488
807 822 -48
484 742 864
794 815 -864
550 270 311
84 617 -233
810 241 490
303 815 736
129 293 250
542 843 210
545 394 874
16 162 -486
786 756 47
176 778 -422
584 565 573
345 76 425
265 645 907
61 297 553
775 420 -183
366 147 -104
255 271 -314
257 477 455
738 734 -657
580 542 876
736 710 241
497 651 -923
258 427 -768
259 185 -302
796 48 -888
717 219 702
782 683 643
57 378 826
544 321 504
306 634 -92
332 196 787
118 440 331
544 411 227
110 464 -763
825 444 997
779 792 -96
570 722 317
506 693 -1
724 582 -611
773 310 -77
363 47 799
414 121 759
451 390 322
262 23 -242
293 630 -116
735 661 -155
592 69 17
595 508 600
827 779 -397
679 703 513
64 282 -50
577 649 -163
630 540 31
723 796 797
402 377 -992
752 126 -168
536 694 -315
277 702 -197
594 11 -370
184 281 291
265 321 -715
779 450 417
621 162 -850
447 23 8
831 721 67
224 253 803
656 507 686
786 270 -781
730 415 658
2 794 -526
615 164 800
562 412 770
98 675 -22
697 211 -677
452 575 -600
279 413 922
409 402 -740
575 387 164
418 692 -445
78 520 -659
231 662 -817
237 375 -951
699 636 679
532 804 -611
233 21 68
772 716 -593
591 813 -319
192 298 -150
88 105 85
608 444 756
365 29 -800
129 835 -899
94 209 -647
551 655 117
20 576 920
356 12 818
441 139 141
167 328 181
345 182 12
314 416 583
24 94 987
244 609 441
465 175 -57
349 723 -410
515 163 -749
623 278 -53
731 93 -61
708 436 755
269 419 -520
160 581 -467
470 527 469
608 583 803
826 543 -329
332 164 -543
317 128 782
533 54 158
547 115 292
663 813 -282
645 552 671
593 722 -697
700 650 -957
556 789 -75
809 773 -831
711 264 447
580 27 -105
215 569 -541
33 546 -881
729 426 -163
289 377 144
414 518 105
100 396 585
347 366 25
108 423 -606
359 18 -517
900 977
308 624 19
452 259 609
127 54 222
850 735 969
380 230 936
897 710 884
272 642 -490
163 23 -936
635 402 -719
255 283 399
499 379 -855
862 471 -989
173 638 -2
151 675 248
863 642 561
739 312 -245
604 236 41
59 541 59
48 207 541
707 263 -136
712 480 852
145 154 -846
888 651 829
801 124 -101
444 765 789
452 348 -858
684 431 -383
487 212 -102
786 608 672
89 23 327
636 211 156
83 752 -192
863 456 475
605 245 -478
188 3 411
490 355 -488
393 619 -394
105 433 -997
351 425 586
662 634 -880
781 154 969
840 861 -258
526 642 -170
167 594 729
481 8 -66
578 99 127
30 28 999
824 795 -382
36 772 -404
783 564 804
262 830 414
425 104 736
839 857 -195
629 649 -937
368 238 -508
416 551 678
198 881 673
855 250 -768
238 82 2
526 166 753
673 367 289
63 685 75
649 782 278
183 95 -510
259 287 -995
716 119 -66
486 672 27
232 494 708
615 474 321
880 865 188
206 2 371
261 772 -61
736 425 447
435 884 367
723 795 -999
467 388 275
355 357 190
372 11 658
344 730 618
583 171 -108
29 40 -795
238 502 366
38 259 492
172 317 34
484 140 -16
479 739 -963
759 76 479
454 669 -786
210 657 522
605 844 171
778 380 -378
754 797 -303
677 50 -501
48 531 798
789 138 -607
482 433 -4
468 373 -55
422 700 565
414 567 -157
74 852 -268
547 392 -37
431 152 -602
128 816 -506
195 446 614
850 705 357
897 702 -380
663 160 279
345 232 440
396 666 -571
270 357 -559
775 3 -671
188 780 -587
661 494 9
73 615 656
280 357 825
490 600 -135
852 723 381
607 632 878
290 327 664
886 520 758
556 528 -577
779 126 650
511 313 -807
810 502 -928
845 187 -459
141 737 -284
562 234 119
264 329 173
573 181 203
838 880 331
800 309 175
11 557 901
429 572 -467
312 821 -878
159 479 -445
15 198 69
151 614 447
283 38 770
702 512 843
12 238 -455
216 388 853
623 398 -882
808 305 -407
683 591 2
894 138 889
65 850 -158
517 102 54
407 337 -122
125 782 -972
304 715 -386
622 569 -231
640 147 -224
78 510 -380
412 476 -775
291 518 -142
858 190 894
602 812 -407
888 101 -666
747 525 -750
230 582 515
92 455 204
510 741 -798
656 763 101
230 191 -902
577 385 -403
64 221 376
398 726 690
696 359 888
532 390 -631
438 648 954
450 36 -840
209 861 -814
626 765 -594
667 30 421
157 729 180
20 518 -466
688 751 -592
725 573 -403
517 1 -770
288 334 -697
641 292 418
109 259 -200
100 360 -630
532 797 -341
619 361 843
679 104 -218
545 644 -967
135 895 911
755 463 990
890 217 351
682 593 -917
842 508 -868
571 360 -285
295 332 883
765 129 -554
131 8 465
795 734 -682
283 699 -610
97 732 -1000
815 75 -572
167 328 -334
698 356 -882
212 615 -439
283 673 695
707 85 -892
610 107 -696
673 894 101
421 787 377
596 120 -374
628 754 445
664 656 482
482 146 352
310 191 -902
736 759 91
293 597 -718
2 231 777
53 338 -930
193 702 -156
222 343 314
825 165 308
754 78 711
579 78 225
531 51 92
828 607 470
341 271 -292
38 489 -579
208 296 69
654 442 -618
337 848 -859
712 232 -534
192 274 919
173 544 437
765 382 -249
862 209 348
122 224 -507
12 171 430
813 848 927
17 635 919
53 321 -162
300 532 711
888 126 362
262 48 -12
776 508 366
208 667 305
834 813 -765
837 568 -74
74 713 -527
633 192 914
853 873 -640
789 470 -946
666 841 -926
313 825 -409
115 747 -385
10 315 -351
637 228 600
829 637 931
595 12 -797
432 164 277
397 467 407
769 47 -624
822 43 746
446 762 -28
819 781 -10
202 463 -724
680 600 293
162 646 -750
853 87 -628
614 362 368
249 575 -365
212 291 450
539 363 51
137 482 -391
250 559 -367
841 882 -543
81 598 607
530 360 -237
891 862 -197
19 767 420
348 821 -24
156 692 74
573 443 -755
394 59 243
734 413 -836
21 257 -277
648 344 354
127 231 162
827 800 -510
51 319 -740
326 621 -114
585 177 -569
453 28 499
242 96 -371
707 625 -287
1 315 986
689 497 83
789 829 -952
499 433 -473
95 307 218
460 159 -81
401 170 372
633 395 188
518 292 47
871 604 329
240 572 387
441 183 -394
285 453 -747
318 564 -689
559 446 118
746 416 -600
532 388 -940
228 780 528
228 139 349
636 711 507
880 473 607
436 151 -988
721 429 568
124 491 546
637 16 -212
9 135 -899
132 31 -954
863 278 -482
261 32 -260
99 305 -217
402 898 468
131 782 504
391 527 812
271 234 421
777 547 -532
316 436 -307
74 4 911
587 599 -135
23 43 755
482 81 -792
285 583 460
566 255 354
64 766 600
510 107 42
893 722 363
256 177 -736
642 467 -863
609 894 -992
361 630 -87
833 486 898
796 693 -654
890 540 -954
450 522 -960
705 347 -203
508 519 123
697 766 170
247 179 377
245 48 579
204 827 -689
678 423 -804
219 573 -138
279 346 -278
695 538 -80
238 23 480
290 717 568
540 467 -503
248 889 -116
181 410 -624
490 704 -906
898 483 -91
601 711 -175
450 882 -743
705 558 170
72 490 -571
324 240 -87
238 820 404
356 74 133
43 519 -398
702 259 -138
275 223 831
85 884 -875
140 495 -852
535 22 -113
569 3 -402
433 687 -154
447 57 569
258 84 560
285 274 -493
770 448 737
262 453 258
820 900 -537
293 625 10
787 802 612
57 108 976
894 606 -505
495 74 -44
721 634 -824
249 143 719
9 110 757
517 52 167
547 749 -734
346 586 954
692 399 -443
284 166 829
255 20 395
389 16 -220
350 459 769
159 720 -555
433 857 -887
164 864 -376
212 735 962
802 698 599
636 777 749
433 280 -926
414 808 -276
197 771 907
91 166 -255
338 694 929
665 636 -93
169 415 416
115 181 -239
573 165 272
835 231 741
336 871 288
645 89 504
540 895 638
109 79 382
296 185 -46
706 554 -718
219 440 -218
887 798 794
828 364 347
590 398 -688
499 569 -834
44 827 966
769 564 322
58 313 244
563 75 422
555 681 31
311 512 587
701 313 -64
